bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,years_lived,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
A000127,James Browning Allen,Democrat,sen,AL,,3,,0,,1969-01-03 00:00:00,1979-01-03 00:00:00,James,Browning,Allen,1912-12-28,103.9,M,,01271,400783,,,,,12100,,,2016-10-13T15:13:41.622088
A000128,James Cameron Allen,Democrat,rep,IL,-1,,,2,154.19,1853-12-05 00:00:00,1865-03-03 00:00:00,James,Cameron,Allen,1822-01-29,194.8,M,,,400784,,,,,111,,,2016-10-13T15:13:41.622088
A000129,John Allen,Federalist,rep,CT,-1,,,0,,1797-05-15 00:00:00,1799-03-03 00:00:00,John,,Allen,1763-06-12,253.5,M,,,400785,,,,,112,,,2016-10-13T15:13:41.622088
A000130,John Beard Allen,Republican,sen,WA,,1,,0,,1889-12-02 00:00:00,1893-03-03 00:00:00,John,Beard,Allen,1845-05-18,171.5,M,,,400786,,,,,113,,,2016-10-13T15:13:41.622088
A000131,John Clayton Allen,Republican,rep,IL,14,,,4,172.3,1925-12-07 00:00:00,1933-03-03 00:00:00,John,Clayton,Allen,1860-02-14,156.8,M,,,400787,,,,,114,,,2016-10-13T15:13:41.622088
A000132,John James Allen,Anti Jacksonian,rep,VA,20,,,0,,1833-12-02 00:00:00,1835-03-03 00:00:00,John,James,Allen,1797-09-25,219.2,M,,,400788,,,,,115,,,2016-10-13T15:13:41.622088
A000133,John Joseph Allen,Republican,rep,CA,7,,,8,247.27,1947-01-03 00:00:00,1959-01-03 00:00:00,John,Joseph,Allen,1899-11-27,117.0,M,,,400789,,,,,116,,,2016-10-13T15:13:41.622088
A000134,John Mills Allen,Democrat,rep,MS,1,,,12,709.41,1885-12-07 00:00:00,1901-03-03 00:00:00,John,Mills,Allen,1846-07-08,170.4,M,,,400790,,,,,117,,,2016-10-13T15:13:41.622088
A000135,John William Allen,Whig,rep,OH,15,,,0,,1837-09-04 00:00:00,1841-03-03 00:00:00,John,William,Allen,,,M,,,400791,,,,,118,,,2016-10-13T15:13:41.622088
A000136,Joseph Allen,Federalist,rep,MA,10,,,0,,1809-05-22 00:00:00,1811-03-03 00:00:00,Joseph,,Allen,1749-09-02,267.3,M,,,400792,,,,,119,,,2016-10-13T15:13:41.622088
A000137,Judson Allen,Democrat,rep,NY,20,,,0,,1839-12-02 00:00:00,1841-03-03 00:00:00,Judson,,Allen,1797-04-03,219.7,M,,,400793,,,,,120,,,2016-10-13T15:13:41.622088
A000138,Leo Elwood Allen,Republican,rep,IL,16,,,24,717.48,1933-03-09 00:00:00,1961-01-03 00:00:00,Leo,Elwood,Allen,1898-10-05,118.1,M,,,400794,,,,,121,,,2016-10-13T15:13:41.622088
A000139,Maryon Pittman Allen,Democrat,sen,AL,,3,,0,,1978-01-01 00:00:00,1979-01-03 00:00:00,Maryon,Pittman,Allen,1925-11-30,90.9,F,,01272,400795,,,,,14517,,,2016-10-13T15:13:41.622088
A000140,Nathaniel Allen,Republican,rep,NY,21,,,0,,1819-12-06 00:00:00,1821-03-03 00:00:00,Nathaniel,,Allen,,,M,,,400796,,,,,122,,,2016-10-13T15:13:41.622088
A000141,Philip Allen,Democrat,sen,RI,,2,,0,,1853-12-05 00:00:00,1859-03-03 00:00:00,Philip,,Allen,1785-09-01,231.3,M,,,400797,,,,,123,,,2016-10-13T15:13:41.622088
A000142,Robert Allen,Jackson,rep,TN,5,,,4,384.45,1819-12-06 00:00:00,1827-03-03 00:00:00,Robert,,Allen,1778-06-19,238.5,M,,,400798,,,,,124,,,2016-10-13T15:13:41.622088
A000143,Robert Allen,Jackson,rep,VA,17,,,2,186.23,1827-12-03 00:00:00,1833-03-03 00:00:00,Robert,,Allen,1794-07-30,222.4,M,,,400799,,,,,125,,,2016-10-13T15:13:41.622088
A000144,Robert Edward Lee Allen,Democrat,rep,WV,2,,,0,,1923-12-03 00:00:00,1925-03-03 00:00:00,Robert,Edward Lee,Allen,1865-11-28,151.0,M,,,400800,,,,,126,,,2016-10-13T15:13:41.622088
A000145,Robert Gray Allen,Democrat,rep,PA,28,,,0,,1937-01-05 00:00:00,1941-01-03 00:00:00,Robert,Gray,Allen,1902-08-24,114.2,M,,,400801,,,,,127,,,2016-10-13T15:13:41.622088
A000146,Samuel Clesson Allen,Adams,rep,MA,7,,,8,760.95,1817-12-01 00:00:00,1829-03-03 00:00:00,Samuel,Clesson,Allen,1772-01-05,244.9,M,,,400802,,,,,128,,,2016-10-13T15:13:41.622088
A000147,Thomas Allen,Democrat,rep,MO,2,,,0,,1881-12-05 00:00:00,1883-03-03 00:00:00,Thomas,,Allen,1813-08-29,203.3,M,,,400803,,,,,129,,,2016-10-13T15:13:41.622088
A000149,William Allen,Democrat,rep,OH,4,,,0,,1859-12-05 00:00:00,1863-03-03 00:00:00,William,,Allen,1827-08-13,189.3,M,,,400805,,,,,131,,,2016-10-13T15:13:41.622088
A000150,William Allen,Democrat,sen,OH,,3,,2,174.22,1833-12-02 00:00:00,1849-03-03 00:00:00,William,,Allen,1803-12-27,212.9,M,,,400804,,,,,130,,,2016-10-13T15:13:41.622088
A000151,William Franklin Allen,Democrat,rep,DE,0,,,0,,1937-01-05 00:00:00,1939-01-03 00:00:00,William,Franklin,Allen,1883-01-19,133.8,M,,,400806,,,,,132,,,2016-10-13T15:13:41.622088
A000152,William Joshua Allen,Democrat,rep,IL,13,,,0,,1861-07-04 00:00:00,1865-03-03 00:00:00,William,Joshua,Allen,1829-06-09,187.5,M,,,400807,,,,,133,,,2016-10-13T15:13:41.622088
A000153,William Vincent Allen,Populist,sen,NE,,1,,0,,1893-08-07 00:00:00,1901-12-31 00:00:00,William,Vincent,Allen,1847-01-28,169.8,M,,,400808,,,,,134,,,2016-10-13T15:13:41.622088
A000154,Willis Allen,Democrat,rep,IL,9,,,0,,1851-12-01 00:00:00,1855-03-03 00:00:00,Willis,,Allen,1806-12-15,210.0,M,,,400809,,,,,135,,,2016-10-13T15:13:41.622088
A000155,John Bassett Alley,Republican,rep,MA,5,,,4,304.82,1859-12-05 00:00:00,1867-03-03 00:00:00,John,Bassett,Alley,1817-01-07,199.9,M,,,400810,,,,,136,,,2016-10-13T15:13:41.622088
A000156,Miles Clayton Allgood,Democrat,rep,AL,5,,,8,340.23,1923-12-03 00:00:00,1935-01-03 00:00:00,Miles,Clayton,Allgood,1878-02-22,138.7,M,,,400811,,,,,137,,,2016-10-13T15:13:41.622088
A000157,James Allison,,rep,PA,-1,,,0,,1823-12-01 00:00:00,1827-03-03 00:00:00,James,,Allison,1772-10-04,244.2,M,,,400812,,,,,138,,,2016-10-13T15:13:41.622088
A000158,John Allison,Ind. Republican-Democrat,rep,PA,23,,,0,,1851-12-01 00:00:00,1857-03-03 00:00:00,John,,Allison,1812-08-05,204.3,M,,,400813,,,,,139,,,2016-10-13T15:13:41.622088
A000159,Robert Allison,Anti Masonic,rep,PA,12,,,0,,1831-12-05 00:00:00,1833-03-03 00:00:00,Robert,,Allison,1777-03-10,239.8,M,,,400814,,,,,140,,,2016-10-13T15:13:41.622088
A000160,William Boyd Allison,Republican,sen,IA,,3,,16,932.22,1863-12-07 00:00:00,1909-03-03 00:00:00,William,Boyd,Allison,1829-03-02,187.7,M,,,400815,,,,,141,,,2016-10-13T15:13:41.622088
A000161,Gordon Llewellyn Allott,Republican,sen,CO,,2,,2,55.79,1955-01-05 00:00:00,1973-01-03 00:00:00,Gordon,Llewellyn,Allott,1907-01-02,109.9,M,,,400816,,,,,142,,,2016-10-13T15:13:41.622088
A000162,Edward Berton Almon,Democrat,rep,AL,8,,,16,681.7,1915-12-06 00:00:00,1935-01-03 00:00:00,Edward,Berton,Almon,1860-04-18,156.6,M,,,400817,,,,,143,,,2016-10-13T15:13:41.622088
A000163,James Lindsay Almond,Democrat,rep,VA,6,,,0,,1945-01-03 00:00:00,1949-01-03 00:00:00,James,Lindsay,Almond,1898-06-15,118.4,M,,,400818,,,,,144,,,2016-10-13T15:13:41.622088
A000165,Lemuel James Alston,Republican,rep,SC,8,,,0,,1807-10-26 00:00:00,1811-03-03 00:00:00,Lemuel,James,Alston,,,M,,,400820,,,,,146,,,2016-10-13T15:13:41.622088
A000166,William Jeffreys Alston,Whig,rep,AL,1,,,0,,1849-12-03 00:00:00,1851-03-03 00:00:00,William,Jeffreys,Alston,1800-12-31,215.9,M,,,400821,,,,,147,,,2016-10-13T15:13:41.622088
A000167,Willis Alston,Jackson,rep,NC,2,,,18,1695.37,1799-12-02 00:00:00,1831-03-03 00:00:00,Willis,,Alston,,,M,,,400822,,,,,148,,,2016-10-13T15:13:41.622088
A000168,James Church Alvord,Whig,rep,MA,6,,,0,,1839-12-02 00:00:00,1841-03-03 00:00:00,James,Church,Alvord,1808-04-14,208.6,M,,,400823,,,,,149,,,2016-10-13T15:13:41.622088
A000169,Jacob A. Ambler,Republican,rep,OH,17,,,0,,1869-03-04 00:00:00,1873-03-03 00:00:00,Jacob,A.,Ambler,1829-02-18,187.8,M,,,400824,,,,,150,,,2016-10-13T15:13:41.622088
A000170,Jerome Anthony Ambro,Democrat,rep,NY,3,,,2,39.74,1975-01-14 00:00:00,1981-01-03 00:00:00,Jerome,Anthony,Ambro,1928-06-27,88.4,M,,00014,400825,,,,,14200,,,2016-10-13T15:13:41.622088
A000171,Lemuel Amerman,Democrat,rep,PA,11,,,0,,1891-12-07 00:00:00,1893-03-03 00:00:00,Lemuel,,Amerman,1846-10-29,170.1,M,,,400826,,,,,151,,,2016-10-13T15:13:41.622088
A000172,Adelbert Ames,Republican,sen,MS,,1,,0,,1870-01-01 00:00:00,1875-03-03 00:00:00,Adelbert,,Ames,1835-10-31,181.1,M,,,400827,,,,,152,,,2016-10-13T15:13:41.622088
A000173,Butler Ames,Republican,rep,MA,5,,,6,320.61,1903-11-09 00:00:00,1913-03-03 00:00:00,Butler,,Ames,1871-08-22,145.2,M,,,400828,,,,,153,,,2016-10-13T15:13:41.622088
A000174,Fisher Ames,Federalist,rep,MA,8,,,4,445.35,1789-03-04 00:00:00,1797-03-03 00:00:00,Fisher,,Ames,1758-04-09,258.7,M,,,400829,,,,,154,,,2016-10-13T15:13:41.622088
A000175,Oakes Ames,Republican,rep,MA,2,,,6,441.61,1863-12-07 00:00:00,1873-03-03 00:00:00,Oakes,,Ames,1804-01-10,212.9,M,,,400830,,,,,155,,,2016-10-13T15:13:41.622088
A000176,Thomas Ryum Amlie,Progressive,rep,WI,1,,,2,81.06,1931-12-07 00:00:00,1939-01-03 00:00:00,Thomas,Ryum,Amlie,1897-04-17,119.6,M,,,400831,,,,,156,,,2016-10-13T15:13:41.622088
A000177,Joseph Scofield Ammerman,Democrat,rep,PA,23,,,0,,1977-01-04 00:00:00,1979-01-03 00:00:00,Joseph,Scofield,Ammerman,1924-07-14,92.3,M,,00015,400832,,,,,14401,,,2016-10-13T15:13:41.622088
A000178,Sydenham Elnathan Ancona,Democrat,rep,PA,8,,,2,152.62,1861-07-04 00:00:00,1867-03-03 00:00:00,Sydenham,Elnathan,Ancona,1824-11-20,192.0,M,,,400833,,,,,157,,,2016-10-13T15:13:41.622088
A000179,Herman Carl Andersen,Republican,rep,MN,7,,,20,578.14,1939-01-03 00:00:00,1963-01-03 00:00:00,Herman,Carl,Andersen,1897-01-27,119.8,M,,,400834,,,,,158,,,2016-10-13T15:13:41.622088
A000180,Albert Raney Anderson,Ind. Republican,rep,IA,8,,,0,,1887-12-05 00:00:00,1889-03-03 00:00:00,Albert,Raney,Anderson,1837-11-08,179.0,M,,,400835,,,,,159,,,2016-10-13T15:13:41.622088
A000181,Alexander Outlaw Anderson,Democrat,sen,TN,,2,,0,,1840-01-01 00:00:00,1841-03-03 00:00:00,Alexander,Outlaw,Anderson,1794-11-10,222.1,M,,,400836,,,,,160,,,2016-10-13T15:13:41.622088
A000182,Carl Carey Anderson,Democrat,rep,OH,13,,,0,,1909-03-15 00:00:00,1913-03-03 00:00:00,Carl,Carey,Anderson,1877-12-02,139.0,M,,,400837,,,,,161,,,2016-10-13T15:13:41.622088
A000183,Chapman Levy Anderson,Democrat,rep,MS,5,,,0,,1887-12-05 00:00:00,1891-03-03 00:00:00,Chapman,Levy,Anderson,1845-03-15,171.7,M,,,400838,,,,,162,,,2016-10-13T15:13:41.622088
A000184,Charles Arthur Anderson,Democrat,rep,MO,12,,,0,,1937-01-05 00:00:00,1941-01-03 00:00:00,Charles,Arthur,Anderson,1899-09-26,117.1,M,,,400839,,,,,163,,,2016-10-13T15:13:41.622088
A000185,Charles Marley Anderson,Democrat,rep,OH,4,,,0,,1885-12-07 00:00:00,1887-03-03 00:00:00,Charles,Marley,Anderson,1845-01-05,171.9,M,,,400840,,,,,164,,,2016-10-13T15:13:41.622088
A000186,Clinton Presba Anderson,Democrat,sen,NM,,2,,10,266.96,1941-01-03 00:00:00,1973-01-03 00:00:00,Clinton,Presba,Anderson,1895-10-23,121.1,M,,,400841,,,,,165,,,2016-10-13T15:13:41.622088
A000187,George Alburtus Anderson,Democrat,rep,IL,12,,,0,,1887-12-05 00:00:00,1889-03-03 00:00:00,George,Alburtus,Anderson,1853-03-11,163.7,M,,,400842,,,,,166,,,2016-10-13T15:13:41.622088
A000188,George Washington Anderson,Republican,rep,MO,9,,,0,,1865-12-04 00:00:00,1869-03-03 00:00:00,George,Washington,Anderson,1832-05-22,184.5,M,,,400843,,,,,167,,,2016-10-13T15:13:41.622088
A000189,Glenn Malcolm Anderson,Democrat,rep,CA,32,,,20,277.83,1969-01-03 00:00:00,1993-01-03 00:00:00,Glenn,Malcolm,Anderson,1913-02-21,103.7,M,,00016,400844,,,,,12001,,,2016-10-13T15:13:41.622088
A000190,Hugh Johnston Anderson,Democrat,rep,ME,6,,,0,,1837-09-04 00:00:00,1841-03-03 00:00:00,Hugh,Johnston,Anderson,1801-05-10,215.6,M,,,400845,,,,,168,,,2016-10-13T15:13:41.622088
A000191,Isaac Anderson,Republican,rep,PA,3,,,0,,1803-10-17 00:00:00,1807-03-03 00:00:00,Isaac,,Anderson,1760-11-23,256.1,M,,,400846,,,,,169,,,2016-10-13T15:13:41.622088
A000192,James Patton Anderson,Democrat,rep,WA,-1,,,0,,1855-12-03 00:00:00,1857-03-03 00:00:00,James,Patton,Anderson,1822-02-16,194.8,M,,,400847,,,,,,,,2016-10-13T15:13:41.622088
A000193,John Anderson,Jackson,rep,ME,2,,,4,372.45,1825-12-05 00:00:00,1833-03-03 00:00:00,John,,Anderson,1792-07-30,224.4,M,,,400848,,,,,171,,,2016-10-13T15:13:41.622088
A000194,John Alexander Anderson,Republican,rep,KS,5,,,8,513.48,1879-03-18 00:00:00,1891-03-03 00:00:00,John,Alexander,Anderson,1834-06-26,182.4,M,,,400849,,,,,172,,,2016-10-13T15:13:41.622088
A000195,John Bayard Anderson,Republican,rep,IL,16,,,16,318.05,1961-01-03 00:00:00,1981-01-03 00:00:00,John,Bayard,Anderson,1922-02-15,94.7,M,,00017,400850,,,,,10501,,,2016-10-13T15:13:41.622088
A000196,John Zuinglius Anderson,Republican,rep,CA,8,,,10,339.11,1939-01-03 00:00:00,1953-01-03 00:00:00,John,Zuinglius,Anderson,1904-03-22,112.6,M,,,400851,,,,,173,,,2016-10-13T15:13:41.622088
A000197,Joseph Anderson,Republican,sen,TN,,1,,4,420.12,1797-05-15 00:00:00,1815-03-03 00:00:00,Joseph,,Anderson,1757-11-05,259.1,M,,,400852,,,,,174,,,2016-10-13T15:13:41.622088
A000198,Joseph Halstead Anderson,Democrat,rep,NY,7,,,0,,1843-12-04 00:00:00,1847-03-03 00:00:00,Joseph,Halstead,Anderson,1800-08-25,216.3,M,,,400853,,,,,175,,,2016-10-13T15:13:41.622088
A000199,Josiah McNair Anderson,Whig,rep,TN,3,,,0,,1849-12-03 00:00:00,1851-03-03 00:00:00,Josiah,McNair,Anderson,1807-11-29,209.0,M,,,400854,,,,,176,,,2016-10-13T15:13:41.622088
A000200,LeRoy Hagen Anderson,Democrat,rep,MT,2,,,0,,1957-01-03 00:00:00,1961-01-03 00:00:00,LeRoy,Hagen,Anderson,1906-02-02,110.8,M,,,400855,,,,,177,,,2016-10-13T15:13:41.622088
A000201,Lucien Anderson,Unconditional Unionist,rep,KY,1,,,0,,1863-12-07 00:00:00,1865-03-03 00:00:00,Lucien,,Anderson,1824-06-23,192.4,M,,,400856,,,,,178,,,2016-10-13T15:13:41.622088
A000202,Wendell Richard Anderson,Democrat,sen,MN,,2,,0,,1976-01-01 00:00:00,1979-01-03 00:00:00,Wendell,Richard,Anderson,1933-02-01,83.8,M,,01273,400862,,,,,14513,,,2016-10-13T15:13:41.622088
A000203,William Robert Anderson,Democrat,rep,TN,6,,,4,95.5,1965-01-04 00:00:00,1973-01-03 00:00:00,William,Robert,Anderson,1921-06-17,95.4,M,,,400867,,,,,10701,,,2016-10-13T15:13:41.622088
A000204,Arthur Glenn Andrews,Republican,rep,AL,4,,,0,,1965-01-04 00:00:00,1967-01-03 00:00:00,Arthur,Glenn,Andrews,1909-01-15,107.8,M,,,400872,,,,,10702,,,2016-10-13T15:13:41.622088
A000205,Elizabeth Bullock Andrews,Democrat,rep,AL,3,,,0,,1971-01-21 00:00:00,1973-01-03 00:00:00,Elizabeth,Bullock,Andrews,1911-02-12,105.7,F,,,400875,,,,,13053,,,2016-10-13T15:13:41.622088
A000206,George William Andrews,Democrat,rep,AL,3,,,26,620.82,1943-01-06 00:00:00,1973-01-03 00:00:00,George,William,Andrews,1906-12-12,109.9,M,,,400877,,,,,195,,,2016-10-13T15:13:41.622088
A000207,Ike Franklin Andrews,Democrat,rep,NC,4,,,8,143.14,1973-01-03 00:00:00,1985-01-03 00:00:00,Ike,Franklin,Andrews,1925-09-02,91.2,M,,00018,400878,,,,,14001,,,2016-10-13T15:13:41.622088
A000208,Mark Andrews,Republican,sen,ND,,3,,16,302.25,1963-01-09 00:00:00,1987-01-03 00:00:00,Mark,,Andrews,1926-05-19,90.5,M,,00019,400881,,,,,10569,,,2016-10-13T15:13:41.622088
A000209,Michael Allen Andrews,Democrat,rep,TX,25,,,8,103.14,1983-01-03 00:00:00,1995-01-03 00:00:00,Michael,Allen,Andrews,1944-02-07,72.7,M,,00020,400882,,,,,15001,,,2016-10-13T15:13:41.622088
A000210,Robert E. Andrews,Democrat,rep,NJ,1,,,22,61.68,1990-11-06 00:00:00,2014-02-18 00:00:00,Robert,E.,Andrews,1957-08-04,59.2,M,Episcopalian,00021,400008,N00000826,,26949,19670,29132,H0NJ01066;S8NJ00392,H0NJ01066,2016-10-13T15:13:41.622088
A000211,Thomas Hiram Andrews,Democrat,rep,ME,1,,,0,,1991-01-03 00:00:00,1995-01-03 00:00:00,Thomas,Hiram,Andrews,1953-03-22,63.6,M,,00022,400885,,,,,29121,,,2016-10-13T15:13:41.622088
A000212,Frank Annunzio,Democrat,rep,IL,11,,,24,333.4,1965-01-04 00:00:00,1993-01-03 00:00:00,Frank,,Annunzio,1915-01-12,101.8,M,,00023,400895,,,,,10703,,,2016-10-13T15:13:41.622088
A000213,Beryl Franklin Anthony,Democrat,rep,AR,4,,,10,138.93,1979-01-15 00:00:00,1993-01-03 00:00:00,Beryl,Franklin,Anthony,1938-02-21,78.7,M,,00024,400898,,,,,14601,,,2016-10-13T15:13:41.622088
A000214,Douglas Earl Applegate,Democrat,rep,OH,18,,,14,180.46,1977-01-04 00:00:00,1995-01-03 00:00:00,Douglas,Earl,Applegate,1928-03-27,88.6,M,,00025,400906,,,,,14402,,,2016-10-13T15:13:41.622088
A000215,Bill Archer,Republican,rep,TX,7,,,26,257.03,1971-01-21 00:00:00,2001-01-03 00:00:00,Bill,,Archer,1928-03-22,88.6,M,,00026,400567,,,,,13002,,,2016-10-13T15:13:41.622088
A000216,Leslie Cornelius Arends,Republican,rep,IL,15,,,36,824.45,1935-01-03 00:00:00,1975-01-03 00:00:00,Leslie,Cornelius,Arends,1895-09-27,121.1,M,,00027,400915,,,,,226,,,2016-10-13T15:13:41.622088
A000217,Richard K. Armey,Republican,rep,TX,26,,,14,124.48,1985-01-03 00:00:00,2003-01-03 00:00:00,Richard,K.,Armey,1940-07-07,76.3,M,,00028,400551,,,,,15125,,,2016-10-13T15:13:41.622088
A000218,Orland Kay Armstrong,Republican,rep,MO,6,,,0,,1951-01-03 00:00:00,1953-01-03 00:00:00,Orland,Kay,Armstrong,1893-10-02,123.1,M,,,400924,,,,,235,,,2016-10-13T15:13:41.622088
A000219,William Lester Armstrong,Republican,sen,CO,,2,,6,101.36,1973-01-03 00:00:00,1991-01-03 00:00:00,William,Lester,Armstrong,1937-03-16,79.6,M,,00029,400927,,S134,,,14002,,,2016-10-13T15:13:41.622088
A000220,Jean Spencer Ashbrook,Republican,rep,OH,17,,,0,,1981-01-05 00:00:00,1983-01-03 00:00:00,Jean,Spencer,Ashbrook,1934-09-21,82.1,F,,00030,400948,,,,,14878,,,2016-10-13T15:13:41.622088
A000221,John Milan Ashbrook,Republican,rep,OH,17,,,18,340.04,1961-01-03 00:00:00,1983-01-03 00:00:00,John,Milan,Ashbrook,1928-09-21,88.1,M,,00031,400949,,,,,10502,,,2016-10-13T15:13:41.622088
A000222,Thomas Ludlow Ashley,Democrat,rep,OH,9,,,22,437.35,1955-01-05 00:00:00,1981-01-03 00:00:00,Thomas,Ludlow,Ashley,1923-01-11,93.8,M,,00032,400959,,,,,267,,,2016-10-13T15:13:41.622088
A000223,Robert Thomas Ashmore,Democrat,rep,SC,4,,,12,310.73,1953-01-03 00:00:00,1969-01-03 00:00:00,Robert,Thomas,Ashmore,1904-02-22,112.7,M,,,400962,,,,,270,,,2016-10-13T15:13:41.622088
A000224,Leslie Aspin,Democrat,rep,WI,1,,,20,257.75,1971-01-21 00:00:00,1993-01-20 00:00:00,Leslie,,Aspin,1938-07-21,78.3,M,,00033,400967,,,,,13003,,,2016-10-13T15:13:41.622088
A000225,Wayne Norviel Aspinall,Democrat,rep,CO,4,,,20,477.55,1949-01-03 00:00:00,1973-01-03 00:00:00,Wayne,Norviel,Aspinall,1896-04-03,120.6,M,,,400968,,,,,275,,,2016-10-13T15:13:41.622088
A000226,Chester Greenough Atkins,Democrat,rep,MA,5,,,4,55.58,1985-01-03 00:00:00,1993-01-03 00:00:00,Chester,Greenough,Atkins,1948-04-14,68.5,M,,00034,400975,,,,,15084,,,2016-10-13T15:13:41.622088
A000227,James Coats Auchincloss,Republican,rep,NJ,3,,,18,502.16,1943-01-06 00:00:00,1965-01-03 00:00:00,James,Coats,Auchincloss,1885-01-19,131.8,M,,,400986,,,,,291,,,2016-10-13T15:13:41.622088
A000228,William Henry Avery,Republican,rep,KS,2,,,6,167.38,1955-01-05 00:00:00,1965-01-03 00:00:00,William,Henry,Avery,1911-08-11,105.2,M,,,400997,,,,,301,,,2016-10-13T15:13:41.622088
A000229,William Hanes Ayres,Republican,rep,OH,14,,,16,398.44,1951-01-03 00:00:00,1971-01-03 00:00:00,William,Hanes,Ayres,1916-02-05,100.8,M,,,401006,,,,,310,,,2016-10-13T15:13:41.622088
A000230,Richard Clough Anderson,Republican,rep,KY,8,,,0,,1817-12-01 00:00:00,1821-03-03 00:00:00,Richard,Clough,Anderson,1788-08-04,228.3,M,,,400857,,,,,179,,,2016-10-13T15:13:41.622088
A000231,Samuel Anderson,Adams,rep,PA,4,,,0,,1827-12-03 00:00:00,1829-03-03 00:00:00,Samuel,,Anderson,,,M,,,400858,,,,,180,,,2016-10-13T15:13:41.622088
A000232,Simeon H. Anderson,Whig,rep,KY,5,,,0,,1839-12-02 00:00:00,1841-03-03 00:00:00,Simeon,H.,Anderson,1802-03-02,214.8,M,,,400859,,,,,181,,,2016-10-13T15:13:41.622088
A000233,Sydney Anderson,Republican,rep,MN,1,,,10,473.4,1911-04-04 00:00:00,1925-03-03 00:00:00,Sydney,,Anderson,1881-09-18,135.2,M,,,400860,,,,,182,,,2016-10-13T15:13:41.622088
A000234,Thomas Lilbourne Anderson,Ind. Democrat,rep,MO,2,,,0,,1857-12-07 00:00:00,1861-03-03 00:00:00,Thomas,Lilbourne,Anderson,1808-12-08,208.0,M,,,400861,,,,,183,,,2016-10-13T15:13:41.622088
A000235,William Anderson,Republican,rep,PA,1,,,4,401.11,1809-05-22 00:00:00,1819-03-03 00:00:00,William,,Anderson,,,M,,,400863,,,,,184,,,2016-10-13T15:13:41.622088
A000236,William Black Anderson,Independent,rep,IL,19,,,0,,1875-12-06 00:00:00,1877-03-03 00:00:00,William,Black,Anderson,1830-04-02,186.7,M,,,400864,,,,,185,,,2016-10-13T15:13:41.622088
A000237,William Clayton Anderson,Ind. Republican-Democrat,rep,KY,4,,,0,,1859-12-05 00:00:00,1861-03-03 00:00:00,William,Clayton,Anderson,1826-12-26,189.9,M,,,400865,,,,,186,,,2016-10-13T15:13:41.622088
A000238,William Coleman Anderson,Republican,rep,TN,1,,,0,,1895-12-02 00:00:00,1897-03-03 00:00:00,William,Coleman,Anderson,1853-07-10,163.4,M,,,400866,,,,,187,,,2016-10-13T15:13:41.622088
A000239,August Herman Andresen,Republican,rep,MN,1,,,28,863.03,1925-12-07 00:00:00,1959-01-03 00:00:00,August,Herman,Andresen,1890-10-11,126.1,M,,,400868,,,,,188,,,2016-10-13T15:13:41.622088
A000240,Abram Piatt Andrew,Republican,rep,MA,6,,,12,499.74,1921-04-11 00:00:00,1937-01-03 00:00:00,Abram,Piatt,Andrew,1873-02-12,143.8,M,,,400869,,,,,189,,,2016-10-13T15:13:41.622088
A000242,John Forrester Andrew,Democrat,rep,MA,3,,,0,,1889-12-02 00:00:00,1893-03-03 00:00:00,John,Forrester,Andrew,1850-11-26,166.0,M,,,400871,,,,,191,,,2016-10-13T15:13:41.622088
A000243,Charles Andrews,Democrat,rep,ME,4,,,0,,1851-12-01 00:00:00,1853-03-03 00:00:00,Charles,,Andrews,1814-02-11,202.8,M,,,400873,,,,,192,,,2016-10-13T15:13:41.622088
A000244,Charles Oscar Andrews,Democrat,sen,FL,,1,,0,,1936-01-01 00:00:00,1947-01-03 00:00:00,Charles,Oscar,Andrews,1877-03-07,139.7,M,,,400874,,,,,193,,,2016-10-13T15:13:41.622088
A000245,George Rex Andrews,Whig,rep,NY,14,,,0,,1849-12-03 00:00:00,1851-03-03 00:00:00,George,Rex,Andrews,1808-09-21,208.2,M,,,400876,,,,,194,,,2016-10-13T15:13:41.622088
A000246,John Tuttle Andrews,Democrat,rep,NY,27,,,0,,1837-09-04 00:00:00,1839-03-03 00:00:00,John,Tuttle,Andrews,1803-05-29,213.5,M,,,400879,,,,,196,,,2016-10-13T15:13:41.622088
A000247,Landaff Watson Andrews,Whig,rep,KY,11,,,0,,1839-12-02 00:00:00,1843-03-03 00:00:00,Landaff,Watson,Andrews,1803-02-12,213.8,M,,,400880,,,,,197,,,2016-10-13T15:13:41.622088
A000248,Samuel George Andrews,Republican,rep,NY,29,,,0,,1857-12-07 00:00:00,1859-03-03 00:00:00,Samuel,George,Andrews,1796-10-16,220.1,M,,,400883,,,,,198,,,2016-10-13T15:13:41.622088
A000249,Sherlock James Andrews,Whig,rep,OH,15,,,0,,1841-05-31 00:00:00,1843-03-03 00:00:00,Sherlock,James,Andrews,1801-11-17,215.0,M,,,400884,,,,,199,,,2016-10-13T15:13:41.622088
A000250,Walter Gresham Andrews,Republican,rep,NY,42,,,14,501.83,1931-12-07 00:00:00,1949-01-03 00:00:00,Walter,Gresham,Andrews,1889-07-16,127.3,M,,,400886,,,,,200,,,2016-10-13T15:13:41.622088
