Date,Lobbyist,Lobbyist_Firm,Official,Official_Department,Lobbyist_Client,MunicipalDecision,DesiredOutcome,FileNumber,LobbyingSubjectArea
07/15/2013,"Alberti, Adam","Singer Associates, Inc.","Wiener, Scott",Board Of Supervisors,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
06/08/2010,"Alberti, Adam","Singer Associates, Inc.","Kawa, Steve",Mayor Office Of The,Hotel Council Of San Francisco,Hotel Tax Policy,Fair policy with regards to hotel taxes,,Housing/Property Tax
06/08/2010,"Alberti, Adam","Singer Associates, Inc.","Farrah, Michael",Mayor Office Of The,Hotel Council Of San Francisco,Hotel Tax Policy,Fair policy with regards to hotel taxes,,Housing/Property Tax
07/12/2010,"Alberti, Adam","Singer Associates, Inc.","Farrah, Michael",Mayor Office Of The,Bay To Breakers,Informational,None,,Arts
02/02/2011,"Alberti, Adam","Singer Associates, Inc.","Mar, Eric",Board Of Supervisors,Transbay Joint Powers Authority,Street Vacation Legislation,Approval,,Public Works
02/22/2011,"Alberti, Adam","Singer Associates, Inc.","Lee, Mayor Ed",Mayor Office Of The,Transbay Joint Powers Authority,Informational,None,,Arts
06/22/2012,"Alberti, Adam","Singer Associates, Inc.","Cohen, Malia",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
07/17/2012,"Alberti, Adam","Singer Associates, Inc.","Herrera, Dennis",City Attorney Office Of The,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
07/17/2012,"Alberti, Adam","Singer Associates, Inc.","Herrera, Dennis",City Attorney Office Of The,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
09/27/2012,"Alberti, Adam","Singer Associates, Inc.","Cohen, Malia",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
11/29/2012,"Alberti, Adam","Singer Associates, Inc.","Cohen, Malia",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
11/29/2012,"Alberti, Adam","Singer Associates, Inc.","Mar, Eric",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
11/29/2012,"Alberti, Adam","Singer Associates, Inc.","Wiener, Scott",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
12/03/2012,"Alberti, Adam","Singer Associates, Inc.","Cohen, Malia",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
12/03/2012,"Alberti, Adam","Singer Associates, Inc.","Mar, Eric",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
12/03/2012,"Alberti, Adam","Singer Associates, Inc.","Wiener, Scott",Board Of Supervisors,Sims Metal Management,Proposed Metal Theft Legislation,amendment,,Public Safety
05/17/2013,"Alberti, Adam","Singer Associates, Inc.","Kim, Jane",Board Of Supervisors,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/17/2013,"Alberti, Adam","Singer Associates, Inc.","Campos, David",Board Of Supervisors,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/18/2013,"Alberti, Adam","Singer Associates, Inc.","Hills, Rich",Planning Commission,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/18/2013,"Alberti, Adam","Singer Associates, Inc.","Low, Allan",Planning Commission,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/19/2013,"Alberti, Adam","Singer Associates, Inc.","Levithan, Meagan",Planning Commission,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/19/2013,"Alberti, Adam","Singer Associates, Inc.","Antonin, Michael",Planning Commission,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/19/2013,"Alberti, Adam","Singer Associates, Inc.","Chiu, David",Board Of Supervisors,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
05/20/2013,"Alberti, Adam","Singer Associates, Inc.","Wu, Cindy",Planning Commission,Four Seasons Residences,706 Mission Street Project Approvals,reject,,Planning and Building Permits
07/15/2014,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Antonini, Michael",Planning Commission,Crescent Heights,325 Fremont,Planning Commission Approrval,2012.1025,Planning and Building Permits
07/15/2014,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Antonini, Michael",Planning Commission,Crescent Heights,325 Fremont,Planning Commission Approrval,2012.1025,Planning and Building Permits
07/15/2014,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Wu, Cindy",Planning Commission,Crescent Heights,325 Fremont,Planning Commission Approrval,2012.1025,Planning and Building Permits
07/31/2013,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Rahaim, John","Planning, Department Of",Zappettini Properties,Central Corridor Plan,Approval,,Planning and Building Permits
05/22/2013,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Rahaim, John","Planning, Department Of",Zappettini Properties,Central Corridor Plan,Approval,,Planning and Building Permits
02/26/2013,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Sanchez, Scott",Zoning Administrator,Crescent Heights,325 Fremont Entitlements,Approval of Project revisions,,Planning and Building Permits
04/13/2012,"Atkinson, Steve",Mckenna Long & Aldridge Llp,"Sanchez, Scott",Zoning Administrator,Crescent Heights,325 Fremont Demolition Permits,Approval of permits,,Planning and Building Permits
10/04/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Borden, Gwyneth",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
10/28/2013,"Hantman, David",Airbnb,"Chan, Amy",Board Of Supervisors,Airbnb Inc.,Sharable Housing Legislation,Monitor,,Housing/Property Tax
10/05/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Borden, Gwyneth",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
09/08/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Antonini, Michael",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
09/08/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Miguel, Ron",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
09/08/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Borden, Gwyneth",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
09/26/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Fong, Rodney",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
09/27/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Antonini, Michael",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
09/27/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Borden, Gwyneth",Planning Commission,290 Sutter Lp,300 Grant Project Extension,Approval,2011.0567XV,Planning and Building Permits
07/13/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
06/22/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
05/06/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
05/17/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
05/18/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
04/01/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
04/04/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
04/07/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
04/27/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
04/29/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
03/01/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Olague, Christina",Planning Commission,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
03/07/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Antonini, Michael",Planning Commission,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
03/08/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Miguel, Ron",Planning Commission,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
03/08/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Borden, Gwyneth",Planning Commission,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
03/24/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
03/30/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
01/03/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
01/06/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Rahaim, John","Planning, Department Of",Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
01/06/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
01/13/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
01/20/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
01/28/2011,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
12/01/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
12/07/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
12/13/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
12/15/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Rahaim, John","Planning, Department Of",Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
12/22/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Crescent Heights,45 Lansing Entitlements,Approval,,Planning and Building Permits
11/10/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Pag West Llc,1355 Van Ness Dealership,Approval of building permits,NA,Planning and Building Permits
10/12/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Rahaim, John","Planning, Department Of",Crescent Heights,"Permits, 10th & Market Project",Approval of Revised Site permit,2006.0584,Planning and Building Permits
10/13/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Shoemaker, Doug",Mayor's Office On Housing,Crescent Heights,"Permits, 10th & Market Project",Approval of Revised Site permit,2006.0584,Planning and Building Permits
08/04/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Sanchez, Scott",Zoning Administrator,Petsmart,Planning Code Interpretation,issuance,none yet,Planning and Building Permits
04/08/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Badiner, Lawrence",Planning Commission,Jerry Demartini,Variance For 1338 Filbert Project,Disapproval/conditions of approval,,Planning and Building Permits
04/08/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Badiner, Lawrence",Planning Commission,Seven Fifty Second Llc,Demolition Permit,Issuance,,Accessibility
03/11/2010,"Atkinson, Steve",Luce Forward Hamilton & Scripps,"Yarne, Michael",Mayor Office Of The,Seven Fifty Second Llc,Development Fee Deferral,passage,091251,Planning and Building Permits
07/09/2014,"Berg, Jessica",Bergdavis Public Affairs,"Rich, Ken",Mayor's Office On Housing,Oryx Partners Llc,1001 Van Ness Avenue Development Project,Receive entitlement for proposed residential development project at 1001 Van Ness Avenue,,Planning and Building Permits
07/14/2014,"Berg, Jessica",Bergdavis Public Affairs,"True, Judson",Board Of Supervisors,Cvs Pharmacy,Conditional Use Permit,Support Conditional use Permit,Unknown,Economic Development
07/14/2014,"Berg, Jessica",Bergdavis Public Affairs,"Scanlon, Olivia",Board Of Supervisors,Cvs Pharmacy,Conditional Use Permit,Support Conditional use Permit,Unknown,Economic Development
07/14/2014,"Berg, Jessica",Bergdavis Public Affairs,"Chiu, David",Board Of Supervisors,Cvs Pharmacy,Conditional Use Permit,Support Conditional use Permit,Unknown,Economic Development
07/14/2014,"Berg, Jessica",Bergdavis Public Affairs,"Rahaim, John","Planning, Department Of",Oryx Partners Llc,1001 Van Ness Avenue Development Project,Receive entitlement for proposed residential development project at 1001 Van Ness Avenue,,Planning and Building Permits
07/16/2014,"Berg, Jessica",Bergdavis Public Affairs,"Lim, Victor",Board Of Supervisors,Cvs Pharmacy,Conditional Use Permit,Support Conditional use Permit,Unknown,Economic Development
