Date,Lobbyist,Lobbyist_Firm,Amount,Lobbyist_Client
02/06/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$110.00,Mello-Roos
02/25/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$165.00,Detert/marcus And David
02/12/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$165.00,Mello-Roos
02/20/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$825.00,Mello-Roos
01/21/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$1210.00,Burke Norton
02/28/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$110.00,Gaehwiler Construction Inc.
09/30/2014,"Tourk, Alex",Ground Floor Public Affairs,$20000.00,Sfciti: San Francisco Citizens Initiative For Technology And Innovation
02/18/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$385.00,Mello-Roos
02/05/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$55.00,Westbrook Partners
02/03/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$165.00,Mello-Roos
02/04/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$605.00,Westbrook Partners
02/24/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$110.00,Mello-Roos
02/10/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$110.00,Fuel Outdoor Llc
09/01/2014,"Yaki, Michael",Michael Yaki,$2000.00,Barneys New York
09/03/2014,"Cassolato, Stefano",Sgc Strategic Communications,$875.00,"Lori's Diner International, Llc"
09/01/2014,"Ross, James",James Ross,$12500.00,Gap Inc.
09/30/2014,"Gunther, Christopher",Warburg Pincus Llc,$83.20,Warburg Pincus Llc
09/29/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$90.00,Jeremy Ricks
09/09/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$450.00,Jeremy Ricks
09/09/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$450.00,Jeremy Ricks
09/10/2014,"Junius, Andrew","Reuben, Junius & Rose, Llp",$165.00,"John E. Kennedy, Iii"
09/08/2014,"Junius, Andrew","Reuben, Junius & Rose, Llp",$330.00,"John E. Kennedy, Iii"
09/02/2014,"Berg, Jessica",Bergdavis Public Affairs,$100.00,Group I
09/30/2014,"New, Janan",Sfaa,$3500.00,Maximus Realty Partners
09/17/2014,"Berg, Jessica",Bergdavis Public Affairs,$100.00,Group I
09/08/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$900.00,Jeremy Ricks
09/11/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$45.00,Jeremy Ricks
09/30/2014,"New, Janan",Sfaa,$1000.00,Presidio Bay Ventures
09/30/2014,"Berg, Jessica",Bergdavis Public Affairs,$300.00,Oryx Partners Llc
09/26/2014,"Berg, Jessica",Bergdavis Public Affairs,$100.00,Group I
09/30/2014,"Wright, Christopher",Committee On Jobs,$225.00,Committee On Jobs
09/09/2014,"Junius, Andrew","Reuben, Junius & Rose, Llp",$220.00,"John E. Kennedy, Iii"
09/30/2014,"New, Janan",Sfaa,$7500.00,Sfaa
09/10/2014,"Berg, Jessica",Bergdavis Public Affairs,$100.00,Group I
09/30/2014,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
09/23/2014,"Berg, Jessica",Bergdavis Public Affairs,$800.00,Group I
09/10/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$540.00,Jeremy Ricks
09/24/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$90.00,"100 Hooper Fee Owner, Llc"
09/24/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$90.00,"100 Hooper Fee Owner, Llc"
09/08/2014,"Berg, Jessica",Bergdavis Public Affairs,$100.00,Oryx Partners Llc
09/30/2014,"New, Janan",Sfaa,$3300.00,Dkr Partners
09/10/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$90.00,Jeremy Ricks
09/01/2014,"Lapointe, Denise",Lapointe And Associates,$10000.00,181 Fremont  Llc
09/30/2014,"Gruwell, Chris",Platinum Advisors,$7500.00,Trumark Commerical
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4000.00,Strada Investment Group
09/01/2014,"Smolens, H. Marcia",Hms Associates,$10000.00,Forest City
09/30/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$60.00,Gemdale Usa Corporation
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Meyer Capital Partners
09/30/2014,"Gruwell, Chris",Platinum Advisors,$8000.00,Tishman Speyer
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Sf Spca
09/30/2014,"Jordan, Taylor",Barbary Coast Consulting,$0.00,Umpqua Bank
09/30/2014,"Vettel, Steve",Farella Braun And Martel,$1240.00,"Mission Street Sf, Llc"
09/02/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$600.00,Boston Properties
09/26/2014,"Garland, Marsha",Marsha Garland Public Relations,$600.00,Bruno Kanter
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Hearst Corporation
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Zynga
09/01/2014,"Lapointe, Denise",Lapointe And Associates,$10000.00,Archdiocese Of San Francisco
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,San Francisco Auto Jobs Alliance
09/22/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$120.00,Gemdale Usa Corporation
09/30/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Wasserman Media Group
09/30/2014,"Gruwell, Chris",Platinum Advisors,$1000.00,Shn
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,The Gales Group
09/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Wine Institute
09/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Mark Cavagnero Associates
09/30/2014,"Gruwell, Chris",Platinum Advisors,$10000.00,Cb&i
09/30/2014,"Gruwell, Chris",Platinum Advisors,$4250.00,Clear Channel Outdoor
09/15/2014,"Smolens, H. Marcia",Hms Associates,$12500.00,Genentech
09/30/2014,"Loeven, Lewis",Self,$7500.00,Harris Corporation
09/30/2014,"Vettel, Steve",Farella Braun And Martel,$1500.00,Related California Urban Housing
09/24/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$120.00,Boston Properties
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Oceana
09/30/2014,"Vettel, Steve",Farella Braun And Martel,$500.00,Equity Residential
09/30/2014,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
09/30/2014,"Workman, Dee Dee",San Francisco Chamber Of Commerce,$970.00,San Francisco Chamber Of Commerce
09/30/2014,"Gruwell, Chris",Platinum Advisors,$7500.00,Bay West Development
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Market Street Place
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,One Kings Lane
09/21/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$120.00,Boston Properties
09/30/2014,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
09/03/2014,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
09/01/2014,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
09/30/2014,"Linscheid, Bob",San Francisco Chamber Of Commerce,$674.00,San Francisco Chamber Of Commerce
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Facebook
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,Integral Development Llc
09/03/2014,"Smolens, H. Marcia",Hms Associates,$1000.00,Dfs Group Limited
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Foster Interstate Media Inc.
09/16/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$180.00,Boston Properties
09/03/2014,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
09/03/2014,"Davis, Evette",Bergdavis Public Affairs,$400.00,Related California
09/30/2014,"Gruwell, Chris",Platinum Advisors,$5000.00,University Of San Francisco
09/17/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$180.00,Daniel Rabin
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Safeway
09/08/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$120.00,Jeremy Ricks
09/30/2014,"Polacci, Bert",Public Advocacy Partners,$1000.00,Presidio Bay Ventures
09/30/2014,"Gruwell, Chris",Platinum Advisors,$5000.00,Veolia Water North America
09/30/2014,"Polacci, Bert",Public Advocacy Partners,$1500.00,Veritas Real Estate
09/30/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Walgreens
09/30/2014,"Rossi, Jaime",Barbary Coast Consulting,$787.00,Adco
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,242 Alma
09/30/2014,"Gruwell, Chris",Platinum Advisors,$5000.00,Shorenstein
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Jewish Home
09/30/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Presidio Hill School
09/01/2014,"Lapointe, Denise",Lapointe And Associates,$7500.00,Forest City Enterprises
09/11/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$60.00,Jeremy Ricks
09/30/2014,"Jung, Mary",San Francisco Association Of Realtors,$520.83,San Francisco Association Of Realtors
09/30/2014,"Gregg, Andrew",Self,$2000.00,"Cornerstone Consulting & Technology, Inc."
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Leport Schools
09/30/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,San Francisco Giants
09/30/2014,"Gruwell, Chris",Platinum Advisors,$5500.00,Golden State Warriors
09/03/2014,"Smolens, H. Marcia",Hms Associates,$7500.00,"Alexandria Real Estate Equities, Inc."
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,"Ch2m Hill, Inc."
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,Red & White Fleet
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,California Pacific Medical Center
09/30/2014,"Loeven, Lewis",Self,$6000.00,"Extenet Systems, Inc.,"
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$11625.00,At&t California
09/30/2014,"Riordan, Michael",Pacific Gas And Electric Company,$1087.50,Pacific Gas And Electric Company
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
09/10/2014,"Davis, Evette",Bergdavis Public Affairs,$100.00,Related California
09/29/2014,"Owen, David",Airbnb,$126.20,Airbnb
09/30/2014,"Cheng, Jay",San Francisco Association Of Realtors,$0.00,San Francisco Association Of Realtors
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$1200.00,Zirx
09/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Sfo Shuttle Bus
09/30/2014,"Vettel, Steve",Farella Braun And Martel,$620.00,Ncphs
09/30/2014,"Smith, Ontario",Pacific Gas And Electric Company,$1800.00,Pacific Gas And Electric Company
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Salesforce.com Inc.
09/03/2014,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
09/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$1000.00,Au Energy
09/30/2014,"Gruwell, Chris",Platinum Advisors,$12500.00,Airbnb
09/30/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Ufcw Western States Superfund
09/08/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$1020.00,Boston Properties
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,"Paramount Group, Inc."
09/30/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Microsoft Corporation
09/30/2014,"Gruwell, Chris",Platinum Advisors,$2000.00,Black & Veatch
09/30/2014,"Clemens, Alex",Barbary Coast Consulting,$325.00,Umpqua Bank
09/30/2014,"Polacci, Bert",Public Advocacy Partners,$3500.00,Parkmerced Investors Llc
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2500.00,"Hudson Pacific Properties, Inc."
09/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
09/01/2014,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
09/11/2014,"Owen, David",Airbnb,$42.07,Airbnb
09/30/2014,"Gruwell, Chris",Platinum Advisors,$8500.00,Webcor Builders
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,The Hamlin School
09/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
09/30/2014,"Polacci, Bert",Public Advocacy Partners,$3500.00,Maximus Real Estate Partners
09/15/2014,"Owen, David",Airbnb,$126.20,Airbnb
09/30/2014,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
09/30/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,San Francisco Federal Credit Union
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$1032.50,101 Maple Street
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,San Francisco Law Library
09/03/2014,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
09/11/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$300.00,Daniel Rabin
09/25/2014,"Owen, David",Airbnb,$42.07,Airbnb
09/18/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$660.00,Boston Properties
09/30/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$120.00,Boston Properties
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Veritas Investments Inc
09/30/2014,"Gruwell, Chris",Platinum Advisors,$2000.00,Boston Properties Limited Partnership
09/30/2014,"Gruwell, Chris",Platinum Advisors,$1500.00,1140 Folsom Llc
09/30/2014,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
09/30/2014,"Carroll, Kevin",Kevin Carroll,$0.00,San Francisco Hotel Council
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
09/30/2014,"Polacci, Bert",Public Advocacy Partners,$1500.00,Dkr Partners
09/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
09/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Recology
09/19/2014,"Garland, Marsha",Marsha Garland Public Relations,$687.00,Gca Strategies
09/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
09/30/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$180.00,Tmg Partners
09/03/2014,"Smolens, H. Marcia",Hms Associates,$5000.00,"Xerox Business Services, Llc And Its Affiliates"
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Uber Technologies
09/05/2014,"Davis, Evette",Bergdavis Public Affairs,$450.00,"Westlake Urban,llc"
09/30/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,San Francisco Bar Pilots
09/01/2014,"Lapointe, Denise",Lapointe And Associates,$10000.00,Lennar Urban
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Stanley Steamer
09/30/2014,"Guehring, Ross",Barbary Coast Consulting,$0.00,The Gales Group
09/15/2014,"Brown, Willie",Willie Brown,$25000.00,Boston Properties
09/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,"Wine & Spirits Wholesalers Of California, Inc."
09/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Nrg Energy-Formerly Mirant
09/15/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$60.00,Daniel Rabin
09/01/2014,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
09/15/2014,"Flood, Karin",Karin Flood,$303.71,Usbid
09/30/2014,"Turner, Brook",Coalition For Better Housing,$1500.00,Veritas Real Estate
09/30/2014,"Turner, Brook",Coalition For Better Housing,$7500.00,Coalition For Better Housing
09/30/2014,"Turner, Brook",Coalition For Better Housing,$3500.00,Maximus Realty Partners
09/30/2014,"Turner, Brook",Coalition For Better Housing,$2500.00,Dkr Partners
10/31/2014,"Isbell, Reese",Baybio,$400.00,Baybio
10/01/2014,"Yaki, Michael",Michael Yaki,$2000.00,Barneys New York
10/01/2014,"Lesser, Philip",Philip Lesser,$2500.00,Jcn Developers Llc
10/01/2014,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
09/30/2014,"Lazarus, Jim",San Francisco Chamber Of Commerce,$480.00,San Francisco Chamber Of Commerce
10/18/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$78.00,Boston Properties
10/18/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$60.00,Boston Properties
10/01/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$1620.00,Tmg Partners
10/31/2014,"Dau, Edward",Edward Dau,$52.89,Black River Asset Management
10/20/2014,"Reuben, James","Reuben, Junius & Rose, Llp",$300.00,Boston Properties
10/01/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$225.00,"100 Hooper Fee Owner, Llc"
10/01/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$225.00,"100 Hooper Fee Owner, Llc"
10/01/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$225.00,"100 Hooper Fee Owner, Llc"
10/10/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$135.00,"100 Hooper Fee Owner, Llc"
10/23/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$450.00,"100 Hooper Fee Owner, Llc"
10/16/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$90.00,Jeremy Ricks
10/16/2014,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$90.00,Jeremy Ricks
10/02/2014,"Silverman, David","Reuben, Junius & Rose, Llp",$78.00,490 South Van Ness Llc
10/31/2014,"Casale, Alexander A.","Audax Management Company, Llc And Its Subsidiary Audax Management Company (Ny), Llc",$25.00,"Audax Management Company, Llc And Its Subsidiary Audax Management Company (Ny), Llc"
10/31/2014,"New, Janan",Sfaa,$3300.00,Dkr Partners
10/03/2014,"Owen, David",Airbnb,$168.26,Airbnb
10/31/2014,"Owen, David",Airbnb,$168.26,Airbnb
10/31/2014,"New, Janan",Sfaa,$7500.00,Sfaa
10/31/2014,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
10/31/2014,"New, Janan",Sfaa,$1000.00,Presidio Bay Ventures
10/17/2014,"Owen, David",Airbnb,$462.72,Airbnb
10/31/2014,"New, Janan",Sfaa,$3500.00,Maximus Realty Partners
10/01/2014,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
10/09/2014,"Davis, Evette",Bergdavis Public Affairs,$300.00,"Westlake Urban,llc"
10/31/2014,"Vettel, Steve",Farella Braun And Martel,$1440.00,"Aidila Investments, Llc"
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,"Ch2m Hill, Inc."
10/31/2014,"Carroll, Kevin",Kevin Carroll,$350.00,San Francisco Hotel Council
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Veritas Investments Inc
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$7500.00,"Wine Meet Cheese, Dba Shindig"
10/31/2014,"Tourk, Alex",Ground Floor Public Affairs,$6500.00,Lyft
10/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,"Mirant California, Llc"
10/03/2014,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
10/03/2014,"Smolens, H. Marcia",Hms Associates,$1000.00,Dfs Group Limited
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,San Francisco Auto Jobs Alliance
10/03/2014,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
10/31/2014,"Tourk, Alex",Ground Floor Public Affairs,$4000.00,Zen Hospice Project
10/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
10/27/2014,"Gladstone, Brett",Hanson Bridgett Llp,$10426.50,Migsif Llc
10/03/2014,"Smolens, H. Marcia",Hms Associates,$7500.00,"Alexandria Real Estate Equities, Inc."
10/22/2014,"Gladstone, Brett",Hanson Bridgett Llp,$708.00,Bently Holdings
10/15/2014,"Berg, Jessica",Bergdavis Public Affairs,$300.00,Group I
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,The Hamlin School
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$11625.00,At&t California
10/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$663.50,101 Maple Street
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2500.00,"Hudson Pacific Properties, Inc."
10/03/2014,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
10/02/2014,"Smolens, H. Marcia",Hms Associates,$5000.00,"Xerox Business Services, Llc And Its Affiliates"
10/31/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2000.00,Royal Motors Of San Francisco
10/22/2014,"Davis, Evette",Bergdavis Public Affairs,$75.00,"Westlake Urban,llc"
